SR01A-PC-S1D-01:SETI,0,1
SR04A-PC-S1D-07:SETI,0,1
SR05A-PC-S1D-01:SETI,0,1
SR08A-PC-S1D-07:SETI,0,1
SR09A-PC-S1D-01:SETI,0,1
SR12A-PC-S1D-07:SETI,0,1
SR13A-PC-S1D-01:SETI,0,1
SR16A-PC-S1D-07:SETI,0,1
SR17A-PC-S1D-01:SETI,0,1
SR20A-PC-S1D-07:SETI,0,1
SR21A-PC-S1D-01:SETI,0,1
SR24A-PC-S1D-07:SETI,0,1
